"id","surfweight","year","age","gender","ethnicity","education","labour_force_status","partner","parent","number_children","tenure","hh_income","deprivation_area","migrant","disability","home_afford","life_satisfy","life_worth","health","tereo","gov_tereo","selfactual","trust","trust_police","trust_media","trust_parliament","voted","material_wellbeing_index","housecold","housedamp","moves","access_medical","access_green_space","access_public_transport","neighbourhood_connection","neighbourhood_crime_change","victim","discriminated_against","lonely_four_weeks","easy_hard_to_talk","number_children_text","moves_five_years_text","age_gp","hh_income_gp","weekly_income","annual_income","weekly_hours"
796,1269.611,2018,46,"Male","European/Other","Degree","Not in labour force","Not partnered","Parent",1,"Rented",31906,4,"NZ with NZ parents","Non-disabled",4,7,9,"Good","Basic","Agree","Sometimes easy, sometimes hard",6,9,5,7,"Yes",9,"Yes, often","Yes, sometimes",0,"Very easy","Very easy","Very easy",7,"About the same",0,1,"Some of the time","Very easy","1","0","45-54",1,"   776.2",35696,44
797,823.4178,2018,32,"Male","European/Other","Degree","Not in labour force","Partnered","Not a parent",0,"Rented",84169,7,"Medium-term migrant","Non-disabled",5,8,8,"Very Good","None or almost none","Disagree","Easy to be myself",8,10,8,8,"No",14,"No","Yes, sometimes",0,"Very easy","Very easy","Very easy",7,"No crime here",0,0,"None of the time","Very easy","0","0","25-34",2,"   626.0",28704,32
798,1323.363,2018,52,"Female","European/Other","Secondary school","Not in labour force","Partnered","Parent",1,"Owned with mortgage",78697,6,"NZ with NZ parents","Non-disabled",7,7,8,"Good","None or almost none","Disagree","Very easy to be myself",7,9,3,5,"Yes",12,"No","Yes, sometimes",0,"Easy","Easy","Easy",8,"A little more",0,0,"None of the time","Hard","1","0","45-54",2,"   348.1",16192,36
799,3985.773,2018,46,"Female","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Owned without mortgage",213384,1,"NZ with NZ parents","Non-disabled",4,8,8,"Good","None or almost none","Strongly agree","Easy to be myself",7,6,2,5,"Yes",17,"No","No",1,"Very easy","Very easy","Easy",8,"No crime here",0,0,"None of the time","Easy","0","1","45-54",3,"   662.4",30544,37
800,3107.137,2018,59,"Male","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",49709,5,"NZ with overseas parent(s)","Non-disabled",5,10,10,"Very Good","None or almost none","Disagree","Easy to be myself",8,10,3,1,"Yes",18,"No","No",0,"Very easy","Easy","Very easy",7,"About the same",0,0,"None of the time","Very easy","0","0","55-64",1,"   700.7",32016,41
801,1328.024,2018,76,"Female","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned without mortgage",9833,7,"NZ with NZ parents","Disabled",1,5,10,"Fair","None or almost none","Strongly agree","Hard to be myself",1,5,1,5,"No",0,"Yes, often","Yes, sometimes",0,"Easy","Very easy","Very difficult",5,"A lot less",0,1,"None of the time","Very easy","0","0","65+",1,"   510.4",23184,29
802,3369.829,2018,50,"Male","European/Other","Less than secondary school","Not in labour force","Partnered","Parent",1,"Owned without mortgage",146132,2,"NZ with NZ parents","Non-disabled",7,10,10,"Very Good","Basic","Disagree","Sometimes easy, sometimes hard",8,8,2,5,"Yes",12,"No","No",1,"Difficult","Very easy","Easy",7,"A little more",0,1,"None of the time","Very easy","1","1","45-54",3,"   878.0",40480,46
803,1033.435,2018,55,"Female","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",35023,10,"Long-term migrant","Non-disabled",5,6,8,"Poor","None or almost none","Disagree","Very easy to be myself",8,10,5,6,"Yes",11,"Yes, always","Yes, sometimes",0,"Easy","Very easy","Easy",6,"A lot more",0,0,"None of the time","Very easy","0","0","55-64",1,"   162.8",7728,24
804,3636.734,2018,21,"Male","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned without mortgage",25033,10,"NZ with NZ parents","Non-disabled",7,6,5,"Very Good","None or almost none","Strongly agree","Easy to be myself",5,6,4,6,"Not eligible",13,"Yes, sometimes","No",0,"Easy","Very easy","Very easy",9,"A little more",0,0,"Some of the time","Easy","0","0","15-24",1,"   310.9",14720,32
805,1485.274,2018,34,"Female","European/Other","Degree","Not in labour force","Partnered","Parent",2,"Owned without mortgage",121631,1,"NZ with NZ parents","Non-disabled",8,6,6,"Very Good","None or almost none","Agree","Very easy to be myself",8,9,6,7,"Yes",17,"No","Yes, sometimes",2,"Easy","Very easy","Easy",8,"A little more",0,0,"A little of the time","Sometimes easy, sometimes hard","2","2","25-34",3,"   480.4",22448,28
806,1165.464,2018,28,"Female","European/Other","Post-secondary NCEA/diploma","Not in labour force","Not partnered","Not a parent",0,"Owned without mortgage",105626,10,"Long-term migrant","Non-disabled",6,7,9,"Good","None or almost none","Agree","Very easy to be myself",6,8,2,5,"Yes",7,"No","Yes, always",0,"Easy","Easy","Easy",5,"About the same",0,0,"None of the time","Very easy","0","0","25-34",3,"   528.7",23920,37
807,1537.071,2018,40,"Female","European/Other","Degree","Not in labour force","Partnered","Parent",1,"Owned without mortgage",51779,10,"NZ with NZ parents","Non-disabled",8,4,7,"Good","None or almost none","Strongly agree","Very easy to be myself",4,5,3,1,"Yes",12,"No","Yes, sometimes",0,"Easy","Very easy","Neither easy nor difficult",1,"About the same",1,0,"A little of the time","Easy","1","0","35-44",2,"   978.1",45264,25
808,2692.407,2018,35,"Male","European/Other","Degree","Not in labour force","Partnered","Parent",1,"Owned without mortgage",153401,5,"Recent migrant","Non-disabled",2,2,5,"Very Good","None or almost none","Neither agree nor disagree","Sometimes easy, sometimes hard",9,8,5,6,"No",10,"Yes, sometimes","Yes, sometimes",4,"Very easy","Very easy","Easy",4,"Moved here recently",0,0,"None of the time","Very hard","1","4+","35-44",3,"  1192.4",54464,29
809,6241.489,2018,50,"Female","European/Other","Degree","Not in labour force","Partnered","Parent",2,"Owned without mortgage",299221,1,"Long-term migrant","Non-disabled",9,8,10,"Very Good","None or almost none","Neither agree nor disagree","Very easy to be myself",8,9,7,6,"Yes",17,"No","No",1,"Difficult","Very easy","Very difficult",6,"No crime here",0,0,"A little of the time","Easy","2","1","45-54",3,"   560.9",26128,32
810,4000.914,2018,95,"Female","European/Other","Secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",42621,7,"Long-term migrant","Disabled",8,7,7,"Very Good","Basic","Neither agree nor disagree","Easy to be myself",8,8,7,8,"Yes",15,"No","No",0,"Very easy","Very easy","Very easy",9,"About the same",0,1,"Some of the time","Easy","0","0","65+",1,"   434.9",20240,12
811,1437.138,2018,41,"Male","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Rented",150245,5,"NZ with NZ parents","Non-disabled",5,7,8,"Excellent","Basic","Agree","Easy to be myself",7,7,4,5,"Yes",14,"Yes, sometimes","Yes, sometimes",2,"Very easy","Very easy","Very easy",7,"Moved here recently",0,0,"None of the time","Very easy","0","2","35-44",3,"   736.8",33856,32
812,1781.332,2018,42,"Male","European/Other","Degree","Not in labour force","Partnered","Parent",4,"Owned without mortgage",167080,2,"Long-term migrant","Non-disabled",9,7,7,"Very Good","None or almost none","Agree","Very easy to be myself",8,6,6,6,"Yes",15,"Yes, sometimes","Yes, sometimes",2,"Very easy","Very easy","Very easy",9,"About the same",0,0,"Some of the time","Easy","4+","2","35-44",3,"  1285.1",58880,44
813,3844.28,2018,75,"Female","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",31895,7,"NZ with overseas parent(s)","Non-disabled",6,7,8,"Good","None or almost none","Neither agree nor disagree","Very easy to be myself",8,9,9,9,"Yes",14,"Yes, sometimes","Yes, sometimes",0,"Easy","Very easy","Easy",4,"About the same",0,0,"A little of the time","Sometimes easy, sometimes hard","0","0","65+",1,"    13.1",736,2
814,8405.188,2018,67,"Male","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Rented",35391,6,"NZ with overseas parent(s)","Non-disabled",8,8,8,"Good","None or almost none","Agree","Very easy to be myself",9,8,9,3,"Yes",16,"Yes, always","Yes, always",0,"Very easy","Very easy","Very difficult",10,"About the same",0,0,"None of the time","Very easy","0","0","65+",1,"   332.5",15456,30
815,5130.291,2018,28,"Female","European/Other","Post-secondary NCEA/diploma","Not in labour force","Partnered","Not a parent",0,"Rented",88107,7,"Recent migrant","Disabled",0,1,1,"Poor","Basic","Strongly agree","Very hard to be myself",1,3,0,0,"No",6,"Yes, sometimes","Yes, sometimes",4,"Neither easy nor difficult","Very easy","Neither easy nor difficult",1,"No crime here",0,1,"Some of the time","Hard","0","4+","25-34",2,"   201.7",8832,5
816,1365.213,2018,71,"Female","European/Other","Degree","Not in labour force","Partnered","Not a parent",0,"Owned without mortgage",145035,8,"Medium-term migrant","Non-disabled",4,8,9,"Good","None or almost none","Disagree","Hard to be myself",9,9,9,9,"No",13,"Yes, sometimes","No",1,"Easy","Easy","Easy",0,"About the same",0,0,"None of the time","Easy","0","1","65+",3,"   574.1",26496,26
817,4632.487,2018,71,"Female","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",14310,10,"NZ with overseas parent(s)","Non-disabled",7,9,8,"Very Good","None or almost none","Strongly agree","Easy to be myself",5,5,5,0,"Yes",18,"Yes, sometimes","No",0,"Easy","Easy","Easy",4,"About the same",0,0,"None of the time","Very easy","0","0","65+",1,"   446.7",20240,32
818,3105.442,2018,63,"Male","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Owned without mortgage",72500,8,"NZ with NZ parents","Non-disabled",3,7,8,"Good","None or almost none","Agree","Easy to be myself",7,9,1,5,"Yes",13,"No","No",0,"Very easy","Very easy","Very easy",4,"About the same",0,0,"None of the time","Easy","0","0","55-64",2,"   494.6",22448,34
819,1470.379,2018,53,"Male","European/Other","Degree","Not in labour force","Partnered","Not a parent",0,"Owned without mortgage",129852,2,"Long-term migrant","Disabled",6,7,8,"Good","None or almost none","Agree","Very easy to be myself",8,9,6,4,"Yes",9,"Yes, often","Yes, sometimes",2,"Very easy","Easy","Easy",4,"About the same",0,0,"A little of the time","Hard","0","2","45-54",3,"   248.8",11776,9
820,4634.007,2018,99,"Male","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",47900,3,"NZ with overseas parent(s)","Non-disabled",8,9,9,"Very Good","None or almost none","Agree","Easy to be myself",8,9,5,7,"Yes",16,"No","No",0,"Easy","Very easy","Neither easy nor difficult",2,"About the same",0,0,"None of the time","Very easy","0","0","65+",1,"   350.6",15824,30
821,2336.705,2018,24,"Male","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",132686,9,"NZ with NZ parents","Non-disabled",1,9,10,"Good","Conversational","Agree","Very easy to be myself",6,8,5,6,"Yes",15,"Yes, sometimes","No",0,"Neither easy nor difficult","Easy","Very difficult",3,"No crime here",0,0,"A little of the time","Very easy","0","0","15-24",3,"   520.7",23552,25
822,3165.928,2018,18,"Female","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned without mortgage",79436,5,"NZ with NZ parents","Non-disabled",5,4,4,"Fair","Basic","Agree","Very easy to be myself",7,8,5,6,"Not eligible",15,"No","No",2,"Neither easy nor difficult","Neither easy nor difficult","Neither easy nor difficult",5,"About the same",0,0,"Most of the time","Easy","0","2","15-24",2,"   151.6",6624,13
823,1631.401,2018,45,"Male","European/Other","Degree","Not in labour force","Not partnered","Not a parent",0,"Owned without mortgage",53248,8,"NZ with NZ parents","Disabled",10,6,6,"Good","Basic","Agree","Easy to be myself",7,0,5,5,"Yes",20,"Yes, often","Yes, sometimes",0,"Very easy","Very easy","Difficult",1,"About the same",0,1,"None of the time","Easy","0","0","45-54",2,"  2699.7",124016,40
824,1067.146,2018,89,"Female","European/Other","Secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",56648,2,"NZ with NZ parents","Non-disabled",10,9,10,"Very Good","None or almost none","Disagree","Very easy to be myself",8,6,3,9,"Yes",19,"No","No",0,"Very easy","Very easy","Easy",8,"No crime here",0,0,"None of the time","Very easy","0","0","65+",2,"   322.7",14720,20
825,4185.089,2018,55,"Female","European/Other","Secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",100356,7,"NZ with NZ parents","Non-disabled",8,9,8,"Good","None or almost none","Neither agree nor disagree","Sometimes easy, sometimes hard",8,8,3,6,"Yes",18,"Yes, sometimes","Yes, sometimes",0,"Easy","Very easy","Difficult",8,"About the same",0,1,"A little of the time","Sometimes easy, sometimes hard","0","0","55-64",3,"   479.4",22448,20
826,1344.967,2018,87,"Female","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",40626,9,"Long-term migrant","Non-disabled",8,5,8,"Good","None or almost none","Disagree","Easy to be myself",8,8,8,8,"Yes",16,"Yes, sometimes","No",0,"Easy","Easy","Difficult",8,"About the same",1,0,"None of the time","Easy","0","0","65+",1,"   515.1",23552,32
827,1947.142,2018,55,"Female","European/Other","Degree","Not in labour force","Partnered","Not a parent",0,"Owned without mortgage",141472,6,"NZ with unknown origin parents","Non-disabled",3,9,9,"Very Good","None or almost none","Agree","Sometimes easy, sometimes hard",7,8,5,6,"Yes",12,"No","Yes, sometimes",0,"Easy","Very easy","Very easy",6,"A little less",0,0,"A little of the time","Very easy","0","0","55-64",3,"   353.1",15824,17
828,2160.642,2018,89,"Male","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",19405,4,"NZ with overseas parent(s)","Disabled",7,8,7,"Fair","None or almost none","Disagree","Sometimes easy, sometimes hard",6,9,6,4,"Yes",12,"No","No",0,"Neither easy nor difficult","Easy","Easy",0,"About the same",0,0,"None of the time","Easy","0","0","65+",1,"   496.6",22816,27
829,1760.889,2018,58,"Female","European/Other","Secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",37973,3,"NZ with NZ parents","Disabled",5,7,6,"Good","None or almost none","Agree","Easy to be myself",7,9,7,8,"Yes",18,"No","No",0,"Very easy","Very easy","Very easy",8,"No crime here",0,0,"None of the time","Very easy","0","0","55-64",1,"   323.0",14720,32
830,1718.535,2018,91,"Female","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",65466,8,"NZ with NZ parents","Non-disabled",7,8,8,"Excellent","None or almost none","Disagree","Easy to be myself",7,9,6,6,"Yes",18,"No","No",0,"Very easy","Very easy","Very easy",5,"A lot less",0,0,"A little of the time","Easy","0","0","65+",2,"   513.9",23552,32
831,2627.509,2018,26,"Male","European/Other","Secondary school","Not in labour force","Not partnered","Parent",2,"Owned without mortgage",150029,7,"NZ with NZ parents","Non-disabled",8,7,9,"Very Good","Basic","Agree","Easy to be myself",7,10,8,8,"Yes",8,"No","Yes, sometimes",0,"Easy","Very easy","Very easy",8,"About the same",0,1,"Some of the time","Very easy","2","0","25-34",3,"   737.5",33856,40
832,3307.896,2018,58,"Male","European/Other","Post-secondary NCEA/diploma","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",54482,3,"NZ with overseas parent(s)","Non-disabled",7,6,9,"Good","None or almost none","Agree","Sometimes easy, sometimes hard",6,8,4,5,"Yes",4,"Yes, sometimes","No",0,"Easy","Easy","Easy",4,"Moved here recently",0,1,"None of the time","Hard","0","0","55-64",2,"   589.6",27232,78
833,2887.745,2018,57,"Female","European/Other","Post-secondary NCEA/diploma","Not in labour force","Partnered","Parent",1,"Owned without mortgage",209875,4,"NZ with NZ parents","Non-disabled",6,8,8,"Very Good","None or almost none","Disagree","Very easy to be myself",6,7,5,8,"Yes",20,"No","No",1,"Very easy","Very easy","Very difficult",8,"About the same",1,0,"None of the time","Very easy","1","1","55-64",3,"   638.8",29072,32
834,1836.126,2018,67,"Female","European/Other","Degree","Not in labour force","Partnered","Not a parent",0,"Owned without mortgage",100728,4,"NZ with NZ parents","Non-disabled",10,10,9,"Very Good","Basic","Strongly agree","Very easy to be myself",9,10,6,10,"Yes",20,"No","No",1,"Very easy","Very easy","Very easy",8,"About the same",0,0,"None of the time","Very easy","0","1","65+",3,"   957.9",44160,21
835,2672.342,2018,28,"Male","European/Other","Degree","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",72205,2,"NZ with overseas parent(s)","Non-disabled",6,8,10,"Very Good","None or almost none","Agree","Easy to be myself",7,10,7,7,"Yes",14,"Yes, often","Yes, sometimes",2,"Very easy","Very easy","Very easy",2,"No crime here",0,0,"None of the time","Very easy","0","2","25-34",2,"  1256.0",58144,32
836,1566.088,2018,41,"Male","European/Other","Post-secondary NCEA/diploma","Not in labour force","Not partnered","Not a parent",0,"Rented",85522,4,"NZ with overseas parent(s)","Non-disabled",4,5,7,"Good","None or almost none","Strongly agree","Easy to be myself",8,6,3,5,"Yes",4,"Yes, always","Yes, sometimes",4,"Easy","Easy","Easy",3,"A little more",0,1,"None of the time","Hard","0","4+","35-44",2,"   586.6",26864,31
837,2197.461,2018,18,"Female","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned without mortgage",151177,7,"NZ with overseas parent(s)","Non-disabled",7,9,9,"Excellent","None or almost none","Disagree","Very easy to be myself",7,9,7,8,"Yes",18,"No","No",1,"Very easy","Very easy","Easy",2,"About the same",0,0,"None of the time","Very easy","0","1","15-24",3,"   241.4",11040,13
838,1411.502,2018,32,"Male","European/Other","Degree","Not in labour force","Not partnered","Not a parent",0,"Owned without mortgage",24243,4,"Long-term migrant","Non-disabled",3,5,6,"Good","None or almost none","Neither agree nor disagree","Easy to be myself",5,4,5,5,"Yes",10,"Yes, sometimes","No",2,"Very easy","Very easy","Very easy",5,"A lot more",1,1,"Most of the time","Hard","0","2","25-34",1,"   599.6",27600,36
839,1489.83,2018,19,"Male","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Rented",33533,2,"NZ with NZ parents","Disabled",5,5,4,"Poor","None or almost none","Neither agree nor disagree","Very easy to be myself",5,7,5,8,"Yes",16,"Not applicable","No",4,"Neither easy nor difficult","Neither easy nor difficult","Easy",0,"Moved here recently",1,1,"Most of the time","Very hard","0","4+","15-24",1,"   359.5",16928,38
840,1470.199,2018,41,"Male","European/Other","Less than secondary school","Not in labour force","Partnered","Parent",2,"Owned without mortgage",86119,5,"NZ with NZ parents","Non-disabled",5,7,7,"Good","None or almost none","Neither agree nor disagree","Easy to be myself",3,9,1,4,"No",10,"No","Yes, sometimes",0,"Very easy","Very easy","Very easy",5,"A lot more",0,0,"None of the time","Easy","2","0","35-44",2,"   398.1",18768,40
841,720.73,2018,52,"Female","European/Other","Less than secondary school","Not in labour force","Partnered","Parent",2,"Rented",33139,8,"NZ with NZ parents","Disabled",6,6,8,"Fair","None or almost none","Agree","Easy to be myself",6,6,5,5,"No",8,"Yes, sometimes","Yes, sometimes",0,"Easy","Easy","Easy",7,"About the same",1,0,"Some of the time","Sometimes easy, sometimes hard","2","0","45-54",1,"   346.1",16192,18
842,4947.042,2018,84,"Female","European/Other","Secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",48044,7,"Long-term migrant","Disabled",6,7,8,"Very Good","None or almost none","Disagree","Very easy to be myself",7,10,4,3,"Yes",16,"Yes, often","Yes, sometimes",0,"Very difficult","Easy","Very difficult",7,"A lot less",0,0,"None of the time","Very hard","0","0","65+",1,"   484.6",22448,26
843,1156.23,2018,29,"Male","European/Other","Degree","Not in labour force","Not partnered","Not a parent",0,"Owned without mortgage",177891,1,"NZ with overseas parent(s)","Non-disabled",4,8,8,"Excellent","Basic","Neither agree nor disagree","Very easy to be myself",9,10,3,3,"Yes",13,"No","No",0,"Very easy","Very easy","Very easy",7,"No crime here",0,0,"None of the time","Very easy","0","0","25-34",3,"  1648.0",75440,32
844,1075.129,2018,33,"Male","European/Other","Secondary school","Not in labour force","Partnered","Parent",2,"Owned without mortgage",46811,9,"NZ with NZ parents","Non-disabled",10,9,10,"Excellent","None or almost none","Strongly agree","Very easy to be myself",6,10,3,5,"Yes",15,"No","No",0,"Neither easy nor difficult","Easy","Easy",10,"A little more",0,0,"All of the time","Easy","2","0","25-34",1,"   567.7",25760,35
845,901.881,2018,44,"Male","European/Other","Secondary school","Not in labour force","Partnered","Parent",2,"Rented",42390,4,"Long-term migrant","Non-disabled",4,10,7,"Good","None or almost none","Agree","Easy to be myself",9,9,8,9,"Yes",14,"Yes, sometimes","No",2,"Easy","Easy","Very easy",9,"No crime here",0,0,"None of the time","Sometimes easy, sometimes hard","2","2","35-44",1,"   865.0",39744,46
846,1246.82,2018,51,"Female","European/Other","Degree","Not in labour force","Partnered","Parent",2,"Owned without mortgage",155509,2,"Long-term migrant","Non-disabled",3,8,8,"Very Good","Basic","Strongly agree","Very easy to be myself",8,8,5,8,"Yes",18,"Yes, sometimes","No",1,"Very easy","Very easy","Very easy",9,"A lot more",1,0,"None of the time","Easy","2","1","45-54",3,"   190.7",8832,11
847,845.1061,2018,82,"Male","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Rented",31770,10,"Long-term migrant","Non-disabled",7,7,8,"Very Good","Basic","Agree","Easy to be myself",2,0,3,4,"Yes",9,"Yes, sometimes","No",0,"Very easy","Easy","Easy",4,"About the same",0,0,"Some of the time","Sometimes easy, sometimes hard","0","0","65+",1,"   958.0",44528,42
848,3854.798,2018,46,"Male","European/Other","Degree","Not in labour force","Partnered","Parent",1,"Rented",113599,1,"Long-term migrant","Non-disabled",4,6,8,"Very Good","None or almost none","Strongly agree","Very easy to be myself",8,9,8,9,"Yes",14,"No","No",1,"Very easy","Very easy","Easy",5,"No crime here",1,0,"None of the time","Easy","1","1","45-54",3,"  5615.5",257968,48
849,7947.6,2018,58,"Male","European/Other","Degree","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",134236,6,"NZ with NZ parents","Non-disabled",9,9,10,"Excellent","None or almost none","Agree","Very easy to be myself",8,10,5,5,"Yes",13,"No","Yes, sometimes",0,"Very easy","Very easy","Neither easy nor difficult",5,"About the same",0,0,"None of the time","Very easy","0","0","55-64",3,"  1242.6",57040,108
850,2522.447,2018,78,"Female","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned without mortgage",26712,10,"Long-term migrant","Non-disabled",8,8,8,"Good","None or almost none","Neither agree nor disagree","Hard to be myself",7,4,7,4,"Yes",15,"No","No",0,"Neither easy nor difficult","Very easy","Neither easy nor difficult",5,"About the same",1,0,"A little of the time","Easy","0","0","65+",1,"   400.3",18768,10
851,3157.104,2018,51,"Female","European/Other","Post-secondary NCEA/diploma","Not in labour force","Partnered","Parent",2,"Rented",105099,4,"NZ with NZ parents","Non-disabled",4,5,8,"Very Good","None or almost none","Agree","Very easy to be myself",5,5,1,3,"Yes",9,"No","No",2,"Very easy","Very easy","Very easy",5,"Moved here recently",0,1,"None of the time","Sometimes easy, sometimes hard","2","2","45-54",3,"   673.8",30544,33
852,2799.98,2018,82,"Female","European/Other","Degree","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",102060,2,"NZ with NZ parents","Non-disabled",0,8,9,"Very Good","None or almost none","Neither agree nor disagree","Very easy to be myself",9,9,7,9,"Yes",20,"Yes, sometimes","No",0,"Neither easy nor difficult","Easy","Easy",8,"No crime here",0,0,"A little of the time","Very easy","0","0","65+",3,"  1438.5",65872,29
853,1775.062,2018,56,"Female","European/Other","Less than secondary school","Not in labour force","Partnered","Parent",2,"Rented",117778,7,"NZ with NZ parents","Non-disabled",5,4,7,"Very Good","Basic","Agree","Sometimes easy, sometimes hard",5,5,2,1,"Yes",14,"No","No",0,"Very easy","Very easy","Easy",5,"About the same",0,0,"None of the time","Hard","2","0","55-64",3,"   169.4",7360,11
854,2141.854,2018,55,"Male","European/Other","Degree","Not in labour force","Not partnered","Not a parent",0,"Owned without mortgage",77336,5,"NZ with unknown origin parents","Non-disabled",7,9,10,"Excellent","Conversational","Strongly agree","Easy to be myself",8,8,7,8,"Yes",9,"No","No",0,"Very easy","Very easy","Very easy",10,"About the same",0,1,"None of the time","Sometimes easy, sometimes hard","0","0","55-64",2,"   969.2",44160,32
855,1245.571,2018,46,"Male","European/Other","Secondary school","Not in labour force","Not partnered","Parent",3,"Rented",39289,10,"NZ with NZ parents","Non-disabled",10,8,10,"Good","Conversational","Strongly agree","Sometimes easy, sometimes hard",7,9,7,9,"Yes",9,"No","No",0,"Very easy","Very easy","Very easy",7,"About the same",0,0,"None of the time","Sometimes easy, sometimes hard","3","0","45-54",1,"   391.6",18032,14
856,782.113,2018,88,"Female","European/Other","Secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",37177,5,"Long-term migrant","Disabled",5,7,7,"Good","None or almost none","Disagree","Very easy to be myself",3,8,0,1,"Yes",17,"No","Yes, sometimes",0,"Easy","Very easy","Easy",10,"About the same",0,0,"None of the time","Easy","0","0","65+",1,"   161.6",7728,9
857,4491.577,2018,69,"Female","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",244935,8,"NZ with NZ parents","Disabled",3,8,9,"Good","Basic","Agree","Very easy to be myself",5,7,5,4,"Yes",19,"Yes, sometimes","No",0,"Very easy","Very easy","Easy",10,"A little less",0,0,"A little of the time","Sometimes easy, sometimes hard","0","0","65+",3,"   543.2",25024,47
858,1871.212,2018,37,"Male","European/Other","Degree","Not in labour force","Partnered","Parent",2,"Rented",114863,4,"Long-term migrant","Non-disabled",2,9,9,"Very Good","None or almost none","Agree","Very easy to be myself",9,7,4,3,"Yes",15,"Yes, often","Yes, sometimes",0,"Easy","Very easy","Very easy",6,"No crime here",0,0,"A little of the time","Very easy","2","0","35-44",3,"  2410.8",111136,32
859,1060.957,2018,46,"Male","European/Other","Degree","Not in labour force","Partnered","Parent",2,"Owned without mortgage",127242,3,"NZ with NZ parents","Non-disabled",6,8,8,"Very Good","None or almost none","Agree","Very easy to be myself",9,9,7,6,"Yes",14,"Yes, sometimes","No",0,"Very easy","Very easy","Very easy",10,"No crime here",0,0,"None of the time","Very easy","2","0","45-54",3,"  1131.2",52256,34
860,4144.81,2018,73,"Female","European/Other","Secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",62242,2,"Long-term migrant","Disabled",7,10,10,"Very Good","None or almost none","Strongly disagree","Very easy to be myself",8,8,0,1,"Yes",18,"No","No",0,"Very easy","Very easy","Very difficult",7,"No crime here",0,0,"None of the time","Sometimes easy, sometimes hard","0","0","65+",2,"   486.6",22080,32
861,2683.972,2018,57,"Male","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Owned without mortgage",215782,10,"NZ with NZ parents","Non-disabled",5,3,3,"Fair","None or almost none","Neither agree nor disagree","Sometimes easy, sometimes hard",1,1,0,1,"Yes",1,"No","Yes, sometimes",0,"Very easy","Very easy","Easy",9,"About the same",0,0,"None of the time","Very easy","0","0","55-64",3,"   645.4",29808,41
862,927.4888,2018,75,"Female","European/Other","Secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",87349,1,"Long-term migrant","Non-disabled",6,8,10,"Very Good","None or almost none","Agree","Very easy to be myself",8,10,8,8,"Yes",15,"No","No",0,"Very easy","Very easy","Very difficult",8,"No crime here",0,0,"None of the time","Very easy","0","0","65+",2,"   327.2",14720,20
863,3549.215,2018,32,"Male","European/Other","Less than secondary school","Not in labour force","Not partnered","Parent",2,"Owned without mortgage",30996,7,"Long-term migrant","Non-disabled",7,6,7,"Good","Conversational","Agree","Easy to be myself",7,8,6,6,"Yes",10,"Yes, sometimes","No",1,"Very easy","Very easy","Easy",6,"About the same",1,0,"None of the time","Easy","2","1","25-34",1,"   914.9",41952,55
